No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
137,2010,1,6,16,52.0,-22,-8.0,1033.0,NW,1.79,0,0
138,2010,1,6,17,56.0,-21,-9.0,1033.0,NW,3.58,0,0
139,2010,1,6,18,96.0,-22,-9.0,1033.0,NW,5.37,0,0
141,2010,1,6,20,105.0,-22,-12.0,1035.0,NW,1.79,0,0
142,2010,1,6,21,132.0,-21,-14.0,1034.0,NW,3.58,0,0
143,2010,1,6,22,93.0,-22,-16.0,1035.0,NW,5.37,0,0
144,2010,1,6,23,131.0,-21,-16.0,1035.0,NW,7.16,0,0
145,2010,1,7,0,127.0,-21,-16.0,1035.0,NW,8.95,0,0
148,2010,1,7,3,37.0,-23,-15.0,1036.0,NW,4.02,0,0
149,2010,1,7,4,30.0,-24,-16.0,1035.0,NW,7.15,0,0
150,2010,1,7,5,28.0,-25,-15.0,1035.0,NW,10.28,0,0
151,2010,1,7,6,24.0,-24,-15.0,1035.0,NW,14.3,0,0
153,2010,1,7,8,24.0,-24,-14.0,1036.0,NW,4.02,0,0
154,2010,1,7,9,27.0,-23,-12.0,1036.0,NW,8.94,0,0
155,2010,1,7,10,40.0,-22,-11.0,1036.0,NW,12.96,0,0
156,2010,1,7,11,42.0,-20,-10.0,1036.0,NW,16.09,0,0
157,2010,1,7,12,42.0,-21,-9.0,1035.0,NW,19.22,0,0
158,2010,1,7,13,55.0,-21,-8.0,1034.0,NW,21.01,0,0
159,2010,1,7,14,52.0,-20,-7.0,1033.0,NW,22.8,0,0
160,2010,1,7,15,51.0,-20,-7.0,1032.0,NW,24.59,0,0
161,2010,1,7,16,57.0,-18,-8.0,1032.0,NW,26.38,0,0
162,2010,1,7,17,50.0,-19,-9.0,1032.0,NW,28.17,0,0
164,2010,1,7,19,67.0,-18,-11.0,1033.0,NW,1.79,0,0
169,2010,1,8,0,210.0,-21,-17.0,1031.0,NW,1.79,0,0
170,2010,1,8,1,195.0,-19,-16.0,1031.0,NW,3.58,0,0
175,2010,1,8,6,81.0,-18,-15.0,1029.0,NW,1.79,0,0
190,2010,1,8,21,225.0,-18,-14.0,1027.0,NW,1.79,0,0
191,2010,1,8,22,168.0,-16,-9.0,1027.0,NW,4.92,0,0
192,2010,1,8,23,169.0,-16,-11.0,1027.0,NW,6.71,0,0
194,2010,1,9,1,159.0,-17,-13.0,1027.0,NW,3.13,0,0
195,2010,1,9,2,167.0,-17,-14.0,1027.0,NW,4.92,0,0
196,2010,1,9,3,196.0,-17,-15.0,1027.0,NW,8.05,0,0
197,2010,1,9,4,169.0,-17,-13.0,1027.0,NW,9.84,0,0
198,2010,1,9,5,155.0,-19,-16.0,1027.0,NW,13.86,0,0
199,2010,1,9,6,119.0,-18,-15.0,1027.0,NW,17.88,0,0
200,2010,1,9,7,106.0,-19,-15.0,1027.0,NW,21.9,0,0
201,2010,1,9,8,93.0,-18,-14.0,1028.0,NW,25.92,0,0
210,2010,1,9,17,37.0,-15,-4.0,1030.0,NW,1.79,0,0
212,2010,1,9,19,44.0,-15,-6.0,1031.0,NW,3.13,0,0
213,2010,1,9,20,54.0,-15,-7.0,1032.0,NW,4.92,0,0
217,2010,1,10,0,75.0,-15,-11.0,1033.0,NW,0.89,0,0
218,2010,1,10,1,82.0,-17,-13.0,1033.0,NW,1.78,0,0
219,2010,1,10,2,66.0,-17,-12.0,1033.0,NW,4.91,0,0
220,2010,1,10,3,83.0,-17,-13.0,1033.0,NW,8.04,0,0
221,2010,1,10,4,62.0,-19,-14.0,1032.0,NW,9.83,0,0
222,2010,1,10,5,40.0,-18,-13.0,1032.0,NW,12.96,0,0
223,2010,1,10,6,23.0,-19,-13.0,1032.0,NW,16.09,0,0
224,2010,1,10,7,25.0,-19,-14.0,1033.0,NW,19.22,0,0
225,2010,1,10,8,27.0,-19,-14.0,1034.0,NW,22.35,0,0
226,2010,1,10,9,35.0,-17,-12.0,1033.0,NW,24.14,0,0
228,2010,1,10,11,70.0,-15,-7.0,1033.0,NW,3.13,0,0
229,2010,1,10,12,75.0,-15,-7.0,1032.0,NW,6.26,0,0
230,2010,1,10,13,58.0,-14,-6.0,1031.0,NW,9.39,0,0
231,2010,1,10,14,70.0,-14,-6.0,1031.0,NW,12.52,0,0
232,2010,1,10,15,68.0,-13,-5.0,1030.0,NW,14.31,0,0
233,2010,1,10,16,71.0,-14,-5.0,1031.0,NW,16.1,0,0
234,2010,1,10,17,88.0,-14,-6.0,1031.0,NW,19.23,0,0
235,2010,1,10,18,84.0,-13,-7.0,1032.0,NW,23.25,0,0
236,2010,1,10,19,83.0,-15,-6.0,1032.0,NW,27.27,0,0
237,2010,1,10,20,66.0,-15,-6.0,1033.0,NW,30.4,0,0
238,2010,1,10,21,27.0,-15,-4.0,1034.0,NW,35.32,0,0
239,2010,1,10,22,24.0,-16,-4.0,1034.0,NW,44.26,0,0
240,2010,1,10,23,22.0,-17,-5.0,1035.0,NW,52.31,0,0
241,2010,1,11,0,23.0,-17,-6.0,1035.0,NW,60.36,0,0
243,2010,1,11,2,23.0,-19,-11.0,1036.0,NW,4.02,0,0
244,2010,1,11,3,17.0,-20,-11.0,1036.0,NW,8.94,0,0
246,2010,1,11,5,16.0,-22,-12.0,1035.0,NW,3.13,0,0
248,2010,1,11,7,20.0,-22,-13.0,1036.0,NW,5.81,0,0
249,2010,1,11,8,20.0,-22,-9.0,1036.0,NW,13.86,0,0
250,2010,1,11,9,18.0,-22,-10.0,1036.0,NW,21.91,0,0
251,2010,1,11,10,25.0,-22,-9.0,1036.0,NW,29.06,0,0
252,2010,1,11,11,26.0,-21,-9.0,1036.0,NW,33.08,0,0
253,2010,1,11,12,27.0,-20,-6.0,1035.0,NW,42.02,0,0
254,2010,1,11,13,28.0,-19,-5.0,1034.0,NW,50.96,0,0
255,2010,1,11,14,15.0,-19,-5.0,1033.0,NW,59.01,0,0
256,2010,1,11,15,24.0,-20,-5.0,1033.0,NW,66.16,0,0
257,2010,1,11,16,13.0,-20,-5.0,1032.0,NW,71.97,0,0
258,2010,1,11,17,13.0,-20,-5.0,1033.0,NW,76.89,0,0
259,2010,1,11,18,13.0,-20,-7.0,1033.0,NW,81.81,0,0
260,2010,1,11,19,17.0,-22,-7.0,1033.0,NW,85.83,0,0
261,2010,1,11,20,20.0,-22,-8.0,1033.0,NW,89.85,0,0
262,2010,1,11,21,27.0,-23,-10.0,1033.0,NW,91.64,0,0
263,2010,1,11,22,20.0,-23,-13.0,1033.0,NW,93.43,0,0
267,2010,1,12,2,37.0,-22,-14.0,1031.0,NW,0.89,0,0
270,2010,1,12,5,9.0,-25,-14.0,1030.0,NW,3.13,0,0
271,2010,1,12,6,11.0,-24,-14.0,1030.0,NW,7.15,0,0
272,2010,1,12,7,11.0,-25,-12.0,1030.0,NW,12.96,0,0
273,2010,1,12,8,16.0,-26,-14.0,1030.0,NW,16.98,0,0
274,2010,1,12,9,13.0,-25,-12.0,1031.0,NW,21.0,0,0
275,2010,1,12,10,15.0,-25,-11.0,1031.0,NW,26.81,0,0
276,2010,1,12,11,21.0,-24,-11.0,1030.0,NW,35.75,0,0
277,2010,1,12,12,24.0,-23,-11.0,1029.0,NW,47.82,0,0
278,2010,1,12,13,22.0,-22,-11.0,1029.0,NW,63.02,0,0
279,2010,1,12,14,22.0,-23,-11.0,1029.0,NW,75.98,0,0
280,2010,1,12,15,22.0,-22,-11.0,1029.0,NW,88.05,0,0
281,2010,1,12,16,19.0,-23,-11.0,1030.0,NW,101.01,0,0
282,2010,1,12,17,23.0,-24,-11.0,1030.0,NW,109.06,0,0
283,2010,1,12,18,25.0,-24,-11.0,1032.0,NW,118.0,0,0
284,2010,1,12,19,25.0,-23,-11.0,1032.0,NW,126.05,0,0
285,2010,1,12,20,31.0,-23,-12.0,1032.0,NW,134.1,0,0
286,2010,1,12,21,25.0,-24,-12.0,1033.0,NW,142.15,0,0
287,2010,1,12,22,22.0,-23,-12.0,1033.0,NW,150.2,0,0
288,2010,1,12,23,22.0,-23,-12.0,1034.0,NW,160.03,0,0
289,2010,1,13,0,15.0,-24,-12.0,1034.0,NW,169.86,0,0
290,2010,1,13,1,16.0,-24,-12.0,1033.0,NW,178.8,0,0
291,2010,1,13,2,11.0,-25,-12.0,1033.0,NW,189.98,0,0
292,2010,1,13,3,11.0,-24,-13.0,1033.0,NW,198.03,0,0
293,2010,1,13,4,12.0,-25,-12.0,1032.0,NW,205.18,0,0
294,2010,1,13,5,11.0,-25,-12.0,1033.0,NW,215.01,0,0
295,2010,1,13,6,12.0,-25,-12.0,1032.0,NW,226.19,0,0
296,2010,1,13,7,27.0,-25,-12.0,1032.0,NW,235.13,0,0
297,2010,1,13,8,28.0,-25,-12.0,1032.0,NW,243.18,0,0
298,2010,1,13,9,34.0,-23,-11.0,1033.0,NW,252.12,0,0
299,2010,1,13,10,33.0,-23,-10.0,1033.0,NW,257.93,0,0
300,2010,1,13,11,36.0,-22,-9.0,1033.0,NW,263.74,0,0
301,2010,1,13,12,26.0,-21,-8.0,1031.0,NW,270.89,0,0
302,2010,1,13,13,49.0,-21,-6.0,1030.0,NW,278.94,0,0
303,2010,1,13,14,52.0,-20,-5.0,1029.0,NW,286.99,0,0
304,2010,1,13,15,47.0,-22,-5.0,1028.0,NW,294.14,0,0
305,2010,1,13,16,47.0,-21,-5.0,1028.0,NW,299.06,0,0
315,2010,1,14,2,174.0,-20,-15.0,1025.0,NW,0.89,0,0
316,2010,1,14,3,164.0,-20,-16.0,1025.0,NW,1.78,0,0
317,2010,1,14,4,161.0,-20,-16.0,1024.0,NW,3.57,0,0
318,2010,1,14,5,137.0,-21,-17.0,1024.0,NW,6.7,0,0
319,2010,1,14,6,92.0,-19,-14.0,1023.0,NW,10.72,0,0
320,2010,1,14,7,64.0,-21,-17.0,1023.0,NW,13.85,0,0
321,2010,1,14,8,87.0,-19,-15.0,1024.0,NW,15.64,0,0
322,2010,1,14,9,87.0,-19,-14.0,1024.0,NW,18.77,0,0
323,2010,1,14,10,84.0,-18,-10.0,1024.0,NW,22.79,0,0
324,2010,1,14,11,95.0,-17,-9.0,1023.0,NW,24.58,0,0
325,2010,1,14,12,79.0,-16,-6.0,1023.0,NW,26.37,0,0
326,2010,1,14,13,75.0,-17,-5.0,1022.0,NW,28.16,0,0
327,2010,1,14,14,79.0,-16,-5.0,1022.0,NW,29.95,0,0
328,2010,1,14,15,86.0,-15,-4.0,1022.0,NW,33.08,0,0
331,2010,1,14,18,94.0,-14,-3.0,1026.0,NW,5.81,0,0
332,2010,1,14,19,69.0,-16,-3.0,1027.0,NW,11.62,0,0
333,2010,1,14,20,49.0,-15,-4.0,1029.0,NW,20.56,0,0
334,2010,1,14,21,33.0,-16,-5.0,1031.0,NW,24.58,0,0
338,2010,1,15,1,37.0,-17,-8.0,1035.0,NW,5.81,0,0
339,2010,1,15,2,30.0,-18,-10.0,1035.0,NW,11.62,0,0
340,2010,1,15,3,18.0,-19,-10.0,1036.0,NW,14.75,0,0
341,2010,1,15,4,21.0,-19,-9.0,1036.0,NW,19.67,0,0
350,2010,1,15,13,31.0,-17,-4.0,1038.0,NW,1.79,0,0
366,2010,1,16,5,200.0,-14,-10.0,1034.0,NW,1.79,0,0
367,2010,1,16,6,147.0,-15,-10.0,1034.0,NW,2.68,0,0
368,2010,1,16,7,114.0,-15,-11.0,1034.0,NW,4.47,0,0
369,2010,1,16,8,102.0,-15,-11.0,1034.0,NW,6.26,0,0
370,2010,1,16,9,108.0,-14,-9.0,1034.0,NW,8.05,0,0
371,2010,1,16,10,135.0,-14,-9.0,1034.0,NW,9.84,0,0
373,2010,1,16,12,148.0,-13,-5.0,1033.0,NW,1.79,0,0
383,2010,1,16,22,269.0,-13,-11.0,1032.0,NW,0.89,0,0
384,2010,1,16,23,266.0,-14,-11.0,1032.0,NW,2.68,0,0
385,2010,1,17,0,263.0,-15,-12.0,1032.0,NW,5.81,0,0
388,2010,1,17,3,160.0,-14,-12.0,1031.0,NW,1.79,0,0
389,2010,1,17,4,150.0,-14,-12.0,1031.0,NW,3.58,0,0
390,2010,1,17,5,148.0,-14,-10.0,1030.0,NW,6.71,0,0
391,2010,1,17,6,208.0,-14,-11.0,1030.0,NW,9.84,0,0
392,2010,1,17,7,209.0,-15,-10.0,1030.0,NW,11.63,0,0
393,2010,1,17,8,183.0,-13,-10.0,1030.0,NW,14.76,0,0
394,2010,1,17,9,161.0,-13,-8.0,1030.0,NW,17.89,0,0
410,2010,1,18,1,282.0,-13,-11.0,1028.0,NW,3.13,0,0
411,2010,1,18,2,303.0,-11,-9.0,1028.0,NW,4.92,0,0
412,2010,1,18,3,349.0,-13,-10.0,1028.0,NW,6.71,0,0
413,2010,1,18,4,407.0,-13,-11.0,1028.0,NW,7.6,0,0
415,2010,1,18,6,234.0,-14,-11.0,1028.0,NW,0.89,0,0
416,2010,1,18,7,149.0,-14,-11.0,1028.0,NW,4.02,0,0
417,2010,1,18,8,147.0,-14,-11.0,1028.0,NW,5.81,0,0
418,2010,1,18,9,184.0,-11,-6.0,1028.0,NW,9.83,0,0
419,2010,1,18,10,161.0,-10,-5.0,1028.0,NW,11.62,0,0
420,2010,1,18,11,137.0,-9,-3.0,1028.0,NW,13.41,0,0
421,2010,1,18,12,146.0,-8,-1.0,1027.0,NW,15.2,0,0
422,2010,1,18,13,144.0,-9,0.0,1026.0,NW,16.99,0,0
430,2010,1,18,21,403.0,-5,-1.0,1026.0,NW,1.79,0,0
431,2010,1,18,22,360.0,-5,-1.0,1026.0,NW,3.58,0,0
433,2010,1,19,0,358.0,-4,-1.0,1025.0,NW,1.79,0,0
434,2010,1,19,1,383.0,-5,-1.0,1024.0,NW,4.92,0,0
435,2010,1,19,2,332.0,-5,-1.0,1024.0,NW,6.71,0,0
436,2010,1,19,3,274.0,-5,-1.0,1023.0,NW,8.5,0,0
437,2010,1,19,4,256.0,-4,-1.0,1022.0,NW,10.29,0,0
438,2010,1,19,5,302.0,-4,-1.0,1021.0,NW,11.18,0,0
439,2010,1,19,6,330.0,-4,-1.0,1021.0,NW,12.07,0,0
440,2010,1,19,7,367.0,-4,-1.0,1021.0,NW,13.86,0,0
442,2010,1,19,9,331.0,-4,0.0,1021.0,NW,1.79,0,0
444,2010,1,19,11,339.0,-5,1.0,1021.0,NW,1.79,0,0
452,2010,1,19,19,426.0,-3,2.0,1020.0,NW,1.79,0,0
453,2010,1,19,20,403.0,-3,1.0,1020.0,NW,4.92,0,0
454,2010,1,19,21,374.0,-3,0.0,1021.0,NW,6.71,0,0
455,2010,1,19,22,333.0,-3,0.0,1021.0,NW,8.5,0,0
456,2010,1,19,23,343.0,-3,1.0,1020.0,NW,11.63,0,0
457,2010,1,20,0,364.0,-2,0.0,1021.0,NW,14.76,0,0
458,2010,1,20,1,389.0,-2,-1.0,1022.0,NW,16.55,0,0
459,2010,1,20,2,368.0,-4,-2.0,1022.0,NW,19.68,0,0
460,2010,1,20,3,267.0,-2,-1.0,1023.0,NW,25.49,0,0
461,2010,1,20,4,71.0,-3,1.0,1023.0,NW,28.62,0,0
462,2010,1,20,5,81.0,-3,0.0,1024.0,NW,31.75,0,0
463,2010,1,20,6,51.0,-5,2.0,1026.0,NW,36.67,0,0
464,2010,1,20,7,49.0,-9,1.0,1027.0,NW,41.59,0,0
465,2010,1,20,8,44.0,-10,0.0,1028.0,NW,48.74,0,0
466,2010,1,20,9,45.0,-10,0.0,1030.0,NW,55.89,0,0
467,2010,1,20,10,35.0,-11,1.0,1032.0,NW,63.04,0,0
468,2010,1,20,11,29.0,-13,0.0,1033.0,NW,71.09,0,0
469,2010,1,20,12,27.0,-13,0.0,1033.0,NW,78.24,0,0
471,2010,1,20,14,16.0,-13,-1.0,1032.0,NW,7.15,0,0
473,2010,1,20,16,28.0,-14,-1.0,1033.0,NW,5.81,0,0
474,2010,1,20,17,22.0,-15,-2.0,1033.0,NW,12.96,0,0
475,2010,1,20,18,11.0,-16,-3.0,1034.0,NW,21.01,0,0
476,2010,1,20,19,25.0,-17,-4.0,1035.0,NW,28.16,0,0
477,2010,1,20,20,16.0,-19,-3.0,1036.0,NW,37.99,0,0
478,2010,1,20,21,20.0,-18,-4.0,1037.0,NW,46.93,0,0
479,2010,1,20,22,20.0,-19,-4.0,1038.0,NW,55.87,0,0
480,2010,1,20,23,18.0,-19,-5.0,1038.0,NW,65.7,0,0
481,2010,1,21,0,18.0,-20,-6.0,1038.0,NW,75.53,0,0
482,2010,1,21,1,17.0,-20,-6.0,1038.0,NW,85.36,0,0
483,2010,1,21,2,17.0,-20,-7.0,1038.0,NW,95.19,0,0
484,2010,1,21,3,17.0,-22,-8.0,1038.0,NW,103.24,0,0
485,2010,1,21,4,15.0,-23,-8.0,1038.0,NW,111.29,0,0
486,2010,1,21,5,19.0,-24,-9.0,1038.0,NW,118.44,0,0
487,2010,1,21,6,16.0,-24,-9.0,1038.0,NW,128.27,0,0
488,2010,1,21,7,18.0,-25,-9.0,1038.0,NW,138.1,0,0
489,2010,1,21,8,18.0,-25,-8.0,1039.0,NW,147.04,0,0
490,2010,1,21,9,18.0,-25,-8.0,1039.0,NW,155.98,0,0
491,2010,1,21,10,26.0,-22,-7.0,1039.0,NW,160.9,0,0
493,2010,1,21,12,25.0,-22,-5.0,1037.0,NW,4.02,0,0
497,2010,1,21,16,15.0,-21,-2.0,1033.0,NW,4.92,0,0
498,2010,1,21,17,21.0,-20,-2.0,1033.0,NW,10.73,0,0
499,2010,1,21,18,40.0,-20,-2.0,1034.0,NW,15.65,0,0
500,2010,1,21,19,51.0,-19,-3.0,1034.0,NW,21.46,0,0
501,2010,1,21,20,45.0,-19,-3.0,1035.0,NW,25.48,0,0
503,2010,1,21,22,72.0,-18,-9.0,1035.0,NW,1.79,0,0
504,2010,1,21,23,38.0,-18,-9.0,1035.0,NW,3.58,0,0
505,2010,1,22,0,35.0,-18,-6.0,1036.0,NW,7.6,0,0
506,2010,1,22,1,29.0,-20,-4.0,1037.0,NW,17.43,0,0
507,2010,1,22,2,26.0,-21,-5.0,1037.0,NW,27.26,0,0
508,2010,1,22,3,18.0,-21,-6.0,1037.0,NW,35.31,0,0
509,2010,1,22,4,15.0,-20,-7.0,1036.0,NW,42.46,0,0
510,2010,1,22,5,15.0,-20,-7.0,1035.0,NW,48.27,0,0
511,2010,1,22,6,22.0,-20,-7.0,1035.0,NW,54.08,0,0
512,2010,1,22,7,21.0,-20,-7.0,1036.0,NW,59.0,0,0
513,2010,1,22,8,19.0,-19,-7.0,1036.0,NW,63.92,0,0
514,2010,1,22,9,22.0,-20,-5.0,1036.0,NW,67.94,0,0
515,2010,1,22,10,25.0,-19,-4.0,1036.0,NW,75.09,0,0
516,2010,1,22,11,22.0,-19,-4.0,1036.0,NW,84.03,0,0
517,2010,1,22,12,26.0,-19,-3.0,1035.0,NW,95.21,0,0
518,2010,1,22,13,32.0,-18,-3.0,1034.0,NW,105.04,0,0
519,2010,1,22,14,30.0,-19,-2.0,1033.0,NW,114.87,0,0
520,2010,1,22,15,32.0,-18,-2.0,1032.0,NW,124.7,0,0
521,2010,1,22,16,30.0,-18,-2.0,1032.0,NW,133.64,0,0
522,2010,1,22,17,32.0,-18,-2.0,1032.0,NW,139.45,0,0
523,2010,1,22,18,37.0,-18,-3.0,1032.0,NW,144.37,0,0
524,2010,1,22,19,49.0,-17,-5.0,1033.0,NW,149.29,0,0
525,2010,1,22,20,47.0,-18,-4.0,1033.0,NW,153.31,0,0
526,2010,1,22,21,39.0,-17,-4.0,1032.0,NW,159.12,0,0
527,2010,1,22,22,35.0,-17,-4.0,1032.0,NW,164.04,0,0
528,2010,1,22,23,48.0,-17,-7.0,1032.0,NW,168.06,0,0
529,2010,1,23,0,49.0,-17,-4.0,1033.0,NW,172.08,0,0
531,2010,1,23,2,23.0,-17,-5.0,1032.0,NW,4.92,0,0
532,2010,1,23,3,20.0,-18,-6.0,1032.0,NW,8.05,0,0
533,2010,1,23,4,19.0,-18,-5.0,1031.0,NW,12.97,0,0
534,2010,1,23,5,16.0,-18,-6.0,1031.0,NW,16.1,0,0
535,2010,1,23,6,22.0,-18,-7.0,1031.0,NW,20.12,0,0
536,2010,1,23,7,24.0,-18,-7.0,1031.0,NW,24.14,0,0
537,2010,1,23,8,24.0,-18,-6.0,1031.0,NW,25.93,0,0
538,2010,1,23,9,41.0,-18,-2.0,1031.0,NW,30.85,0,0
539,2010,1,23,10,23.0,-17,-1.0,1031.0,NW,38.9,0,0
540,2010,1,23,11,19.0,-17,0.0,1030.0,NW,46.95,0,0
541,2010,1,23,12,15.0,-19,1.0,1029.0,NW,55.0,0,0
542,2010,1,23,13,19.0,-20,2.0,1027.0,NW,63.05,0,0
543,2010,1,23,14,17.0,-19,2.0,1025.0,NW,71.1,0,0
544,2010,1,23,15,17.0,-19,3.0,1024.0,NW,79.15,0,0
545,2010,1,23,16,22.0,-19,3.0,1024.0,NW,86.3,0,0
546,2010,1,23,17,,-18,2.0,1024.0,NW,91.22,0,0
547,2010,1,23,18,,-18,1.0,1024.0,NW,96.14,0,0
548,2010,1,23,19,,-17,0.0,1024.0,NW,100.16,0,0
551,2010,1,23,22,,-16,0.0,1023.0,NW,1.79,0,0
552,2010,1,23,23,,-16,0.0,1023.0,NW,4.92,0,0
553,2010,1,24,0,,-15,-2.0,1022.0,NW,6.71,0,0
555,2010,1,24,2,,-14,-8.0,1021.0,NW,1.79,0,0
556,2010,1,24,3,,-16,-11.0,1021.0,NW,3.58,0,0
557,2010,1,24,4,,-14,-9.0,1019.0,NW,4.47,0,0
565,2010,1,24,12,,-16,4.0,1018.0,NW,4.02,0,0
566,2010,1,24,13,,-19,5.0,1017.0,NW,13.85,0,0
567,2010,1,24,14,,-18,5.0,1017.0,NW,22.79,0,0
568,2010,1,24,15,,-19,5.0,1017.0,NW,32.62,0,0
569,2010,1,24,16,,-20,5.0,1018.0,NW,40.67,0,0
570,2010,1,24,17,,-19,3.0,1020.0,NW,49.61,0,0
571,2010,1,24,18,,-18,1.0,1023.0,NW,61.68,0,0
572,2010,1,24,19,,-20,-1.0,1027.0,NW,76.88,0,0
573,2010,1,24,20,,-20,-2.0,1028.0,NW,89.84,0,0
574,2010,1,24,21,,-21,-3.0,1029.0,NW,98.78,0,0
575,2010,1,24,22,,-25,-4.0,1030.0,NW,113.98,0,0
576,2010,1,24,23,,-26,-5.0,1031.0,NW,129.18,0,0
577,2010,1,25,0,,-25,-5.0,1031.0,NW,141.25,0,0
578,2010,1,25,1,,-25,-6.0,1031.0,NW,150.19,0,0
579,2010,1,25,2,,-24,-6.0,1032.0,NW,162.26,0,0
580,2010,1,25,3,,-24,-6.0,1033.0,NW,172.09,0,0
581,2010,1,25,4,,-23,-6.0,1033.0,NW,181.92,0,0
