No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
1063,2010,2,14,6,8.0,-17,-3.0,1031.0,NE,4.02,0,0
1068,2010,2,14,11,19.0,-22,-3.0,1035.0,NE,5.81,0,0
1070,2010,2,14,13,21.0,-24,-2.0,1033.0,NE,4.92,0,0
1071,2010,2,14,14,18.0,-23,-2.0,1033.0,NE,9.84,0,0
1072,2010,2,14,15,16.0,-24,-2.0,1032.0,NE,13.86,0,0
1073,2010,2,14,16,15.0,-24,-2.0,1032.0,NE,17.88,0,0
1074,2010,2,14,17,16.0,-23,-2.0,1032.0,NE,21.9,0,0
1075,2010,2,14,18,16.0,-23,-4.0,1033.0,NE,23.69,0,0
1081,2010,2,15,0,45.0,-21,-7.0,1036.0,NE,4.02,0,0
1082,2010,2,15,1,27.0,-22,-7.0,1037.0,NE,8.04,0,0
1083,2010,2,15,2,24.0,-22,-7.0,1036.0,NE,12.96,0,0
1086,2010,2,15,5,17.0,-22,-9.0,1036.0,NE,3.13,0,0
1087,2010,2,15,6,11.0,-22,-9.0,1036.0,NE,7.15,0,0
1095,2010,2,15,14,14.0,-23,0.0,1033.0,NE,4.02,0,0
1102,2010,2,15,21,73.0,-20,-9.0,1034.0,NE,0.89,0,0
1128,2010,2,16,23,198.0,-12,-4.0,1026.0,NE,0.89,0,0
1147,2010,2,17,18,9.0,-22,-3.0,1026.0,NE,1.79,0,0
1155,2010,2,18,2,36.0,-17,-9.0,1026.0,NE,0.89,0,0
1157,2010,2,18,4,80.0,-16,-10.0,1025.0,NE,0.89,0,0
1159,2010,2,18,6,74.0,-18,-11.0,1026.0,NE,1.79,0,0
1185,2010,2,19,8,114.0,-13,-6.0,1018.0,NE,0.89,0,0
1186,2010,2,19,9,117.0,-14,-2.0,1018.0,NE,2.68,0,0
1187,2010,2,19,10,112.0,-15,1.0,1018.0,NE,4.47,0,0
1210,2010,2,20,9,158.0,-12,0.0,1015.0,NE,1.79,0,0
1221,2010,2,20,20,178.0,-9,2.0,1011.0,NE,1.79,0,0
1242,2010,2,21,17,23.0,-15,12.0,1013.0,NE,3.13,0,0
1273,2010,2,23,0,90.0,-7,-4.0,1013.0,NE,0.89,0,0
1278,2010,2,23,5,105.0,-8,-6.0,1011.0,NE,0.89,0,0
1325,2010,2,25,4,139.0,0,2.0,1012.0,NE,0.89,0,0
1393,2010,2,28,0,126.0,-4,-1.0,1020.0,NE,0.89,0,0
1396,2010,2,28,3,128.0,-4,-2.0,1019.0,NE,0.89,0,0
1402,2010,2,28,9,78.0,-7,2.0,1023.0,NE,5.81,0,0
1403,2010,2,28,10,80.0,-11,3.0,1023.0,NE,12.96,0,0
1404,2010,2,28,11,37.0,-15,3.0,1023.0,NE,21.01,0,0
1405,2010,2,28,12,20.0,-16,4.0,1024.0,NE,26.82,0,0
1406,2010,2,28,13,20.0,-18,4.0,1023.0,NE,33.97,0,0
1407,2010,2,28,14,14.0,-18,4.0,1023.0,NE,42.02,0,0
1494,2010,3,4,5,121.0,-3,0.0,1015.0,NE,1.79,0,0
1528,2010,3,5,15,16.0,-25,2.0,1028.0,NE,4.92,0,0
1530,2010,3,5,17,18.0,-25,2.0,1029.0,NE,3.13,0,0
1531,2010,3,5,18,22.0,-24,1.0,1029.0,NE,6.26,0,0
1532,2010,3,5,19,30.0,-24,0.0,1030.0,NE,9.39,0,0
1533,2010,3,5,20,27.0,-25,0.0,1030.0,NE,12.52,0,0
1534,2010,3,5,21,29.0,-23,0.0,1031.0,NE,17.44,0,0
1535,2010,3,5,22,20.0,-22,-1.0,1032.0,NE,23.25,0,0
1536,2010,3,5,23,14.0,-22,-2.0,1033.0,NE,29.06,0,0
1537,2010,3,6,0,19.0,-22,-2.0,1033.0,NE,34.87,0,0
1538,2010,3,6,1,16.0,-21,-3.0,1034.0,NE,40.68,0,0
1539,2010,3,6,2,12.0,-21,-3.0,1034.0,NE,44.7,0,0
1540,2010,3,6,3,13.0,-22,-4.0,1035.0,NE,49.62,0,0
1541,2010,3,6,4,15.0,-22,-4.0,1034.0,NE,55.43,0,0
1542,2010,3,6,5,11.0,-23,-5.0,1034.0,NE,61.24,0,0
1543,2010,3,6,6,19.0,-23,-5.0,1035.0,NE,66.16,0,0
1544,2010,3,6,7,16.0,-23,-5.0,1035.0,NE,71.97,0,0
1545,2010,3,6,8,27.0,-22,-5.0,1035.0,NE,76.89,0,0
1546,2010,3,6,9,23.0,-22,-3.0,1036.0,NE,80.91,0,0
1547,2010,3,6,10,29.0,-23,-2.0,1036.0,NE,82.7,0,0
1690,2010,3,12,9,14.0,-16,5.0,1019.0,NE,3.13,0,0
1696,2010,3,12,15,16.0,-18,9.0,1019.0,NE,3.13,0,0
1698,2010,3,12,17,17.0,-18,8.0,1020.0,NE,3.13,0,0
1702,2010,3,12,21,54.0,-8,0.0,1023.0,NE,0.89,0,0
1747,2010,3,14,18,112.0,-1,0.0,1018.0,NE,0.89,0,0
1784,2010,3,16,7,71.0,-10,-7.0,1024.0,NE,0.89,0,0
1789,2010,3,16,12,53.0,-13,4.0,1023.0,NE,1.79,0,0
1790,2010,3,16,13,56.0,-13,5.0,1022.0,NE,3.58,0,0
1791,2010,3,16,14,60.0,-14,6.0,1022.0,NE,5.37,0,0
1798,2010,3,16,21,67.0,-9,2.0,1023.0,NE,1.79,0,0
1800,2010,3,16,23,89.0,-11,4.0,1024.0,NE,3.13,0,0
1803,2010,3,17,2,83.0,-7,1.0,1026.0,NE,1.79,0,0
1804,2010,3,17,3,85.0,-11,2.0,1025.0,NE,6.71,0,0
1805,2010,3,17,4,41.0,-11,2.0,1026.0,NE,9.84,0,0
1806,2010,3,17,5,18.0,-12,2.0,1026.0,NE,13.86,0,0
1807,2010,3,17,6,27.0,-13,1.0,1027.0,NE,19.67,0,0
1808,2010,3,17,7,33.0,-15,1.0,1027.0,NE,26.82,0,0
1809,2010,3,17,8,34.0,-15,1.0,1028.0,NE,33.97,0,0
1810,2010,3,17,9,28.0,-16,2.0,1029.0,NE,39.78,0,0
1811,2010,3,17,10,27.0,-15,3.0,1029.0,NE,44.7,0,0
1812,2010,3,17,11,23.0,-15,5.0,1028.0,NE,49.62,0,0
1813,2010,3,17,12,22.0,-14,5.0,1027.0,NE,54.54,0,0
1814,2010,3,17,13,26.0,-17,6.0,1027.0,NE,58.56,0,0
1816,2010,3,17,15,21.0,-17,7.0,1025.0,NE,3.13,0,0
1823,2010,3,17,22,66.0,-7,-1.0,1026.0,NE,0.89,0,0
1841,2010,3,18,16,208.0,-2,2.0,1015.0,NE,3.13,0,0
1846,2010,3,18,21,226.0,-2,2.0,1013.0,NE,0.89,0,0
1847,2010,3,18,22,222.0,-2,2.0,1012.0,NE,1.78,0,0
1861,2010,3,19,12,245.0,3,5.0,1002.0,NE,1.79,0,0
1874,2010,3,20,1,180.0,3,5.0,1003.0,NE,1.79,0,0
1923,2010,3,22,2,90.0,-3,6.0,1011.0,NE,0.89,0,0
1926,2010,3,22,5,95.0,-4,4.0,1010.0,NE,0.89,0,0
1944,2010,3,22,23,,-10,7.0,1022.0,NE,4.02,0,0
1946,2010,3,23,1,16.0,-9,5.0,1022.0,NE,1.79,0,0
1947,2010,3,23,2,24.0,-10,6.0,1022.0,NE,7.6,0,0
1950,2010,3,23,5,46.0,-6,0.0,1022.0,NE,0.89,0,0
1972,2010,3,24,3,73.0,-6,4.0,1020.0,NE,3.13,0,0
1974,2010,3,24,5,70.0,-6,4.0,1020.0,NE,1.79,0,0
1979,2010,3,24,10,65.0,-11,10.0,1023.0,NE,7.15,0,0
1980,2010,3,24,11,44.0,-14,11.0,1023.0,NE,14.3,0,0
1981,2010,3,24,12,36.0,-15,11.0,1022.0,NE,19.22,0,0
1982,2010,3,24,13,29.0,-16,11.0,1022.0,NE,24.14,0,0
1990,2010,3,24,21,63.0,1,3.0,1027.0,NE,3.13,0,2
2038,2010,3,26,21,98.0,-8,7.0,1018.0,NE,3.13,0,0
2042,2010,3,27,1,89.0,-10,7.0,1020.0,NE,4.02,0,0
2043,2010,3,27,2,61.0,-11,8.0,1021.0,NE,8.94,0,0
2044,2010,3,27,3,46.0,-11,7.0,1023.0,NE,10.73,0,0
2070,2010,3,28,5,67.0,-6,-2.0,1028.0,NE,0.89,0,0
2096,2010,3,29,7,169.0,-3,3.0,1025.0,NE,0.89,0,0
2107,2010,3,29,18,275.0,5,8.0,1021.0,NE,0.89,0,0
2111,2010,3,29,22,317.0,6,8.0,1022.0,NE,0.89,0,3
2130,2010,3,30,17,,7,9.0,1014.0,NE,0.89,0,7
2131,2010,3,30,18,,7,9.0,1014.0,NE,1.78,0,8
2135,2010,3,30,22,,7,8.0,1016.0,NE,0.89,0,0
2234,2010,4,4,1,178.0,-1,9.0,1010.0,NE,1.79,0,0
2236,2010,4,4,3,206.0,-1,8.0,1010.0,NE,0.89,0,0
2241,2010,4,4,8,197.0,1,11.0,1011.0,NE,1.79,0,0
2242,2010,4,4,9,184.0,0,13.0,1012.0,NE,4.92,0,0
2243,2010,4,4,10,167.0,-3,16.0,1011.0,NE,8.94,0,0
2275,2010,4,5,18,126.0,4,8.0,1016.0,NE,8.05,0,1
2277,2010,4,5,20,25.0,4,8.0,1020.0,NE,3.13,0,0
2294,2010,4,6,13,16.0,-15,14.0,1025.0,NE,4.92,0,0
2302,2010,4,6,21,19.0,-11,11.0,1025.0,NE,1.79,0,0
2305,2010,4,7,0,52.0,-5,5.0,1025.0,NE,0.89,0,0
2308,2010,4,7,3,87.0,-8,3.0,1024.0,NE,0.89,0,0
2310,2010,4,7,5,79.0,-7,3.0,1024.0,NE,0.89,0,0
2312,2010,4,7,7,68.0,-3,3.0,1025.0,NE,0.89,0,0
2353,2010,4,9,0,150.0,3,15.0,1007.0,NE,3.13,0,0
2354,2010,4,9,1,137.0,4,15.0,1008.0,NE,7.15,0,0
2355,2010,4,9,2,128.0,3,15.0,1009.0,NE,10.28,0,0
2356,2010,4,9,3,103.0,0,16.0,1009.0,NE,16.09,0,0
2358,2010,4,9,5,50.0,2,13.0,1011.0,NE,4.92,0,0
2359,2010,4,9,6,63.0,1,13.0,1011.0,NE,10.73,0,0
2360,2010,4,9,7,77.0,2,12.0,1011.0,NE,16.54,0,0
2361,2010,4,9,8,62.0,0,13.0,1012.0,NE,22.35,0,0
2362,2010,4,9,9,58.0,-1,14.0,1012.0,NE,26.37,0,0
2373,2010,4,9,20,90.0,2,8.0,1013.0,NE,1.79,0,0
2375,2010,4,9,22,75.0,2,8.0,1015.0,NE,0.89,0,0
2381,2010,4,10,4,14.0,-8,8.0,1018.0,NE,5.81,0,0
2382,2010,4,10,5,14.0,-10,7.0,1019.0,NE,10.73,0,0
2383,2010,4,10,6,16.0,-10,7.0,1020.0,NE,15.65,0,0
2384,2010,4,10,7,14.0,-11,7.0,1020.0,NE,21.46,0,0
2385,2010,4,10,8,22.0,-12,8.0,1021.0,NE,26.38,0,0
2418,2010,4,11,17,63.0,2,7.0,1015.0,NE,1.79,0,0
2419,2010,4,11,18,81.0,2,7.0,1015.0,NE,3.58,0,0
2422,2010,4,11,21,87.0,2,6.0,1015.0,NE,1.79,0,0
2468,2010,4,13,19,17.0,-16,8.0,1026.0,NE,1.79,0,0
2476,2010,4,14,3,48.0,-8,1.0,1029.0,NE,0.89,0,0
2481,2010,4,14,8,25.0,-10,5.0,1030.0,NE,3.13,0,0
2482,2010,4,14,9,30.0,-10,6.0,1030.0,NE,4.92,0,0
2483,2010,4,14,10,43.0,-16,8.0,1030.0,NE,6.71,0,0
2484,2010,4,14,11,42.0,-16,9.0,1029.0,NE,8.5,0,0
2515,2010,4,15,18,200.0,2,8.0,1018.0,NE,1.79,0,0
2517,2010,4,15,20,212.0,2,7.0,1019.0,NE,1.79,0,0
2518,2010,4,15,21,220.0,1,6.0,1019.0,NE,2.68,0,0
2519,2010,4,15,22,237.0,1,5.0,1019.0,NE,3.57,0,0
2531,2010,4,16,10,254.0,4,10.0,1019.0,NE,3.13,0,0
2532,2010,4,16,11,266.0,4,11.0,1018.0,NE,6.26,0,0
2575,2010,4,18,6,177.0,7,8.0,1014.0,NE,0.89,0,0
2594,2010,4,19,1,385.0,8,14.0,1011.0,NE,0.89,0,0
2595,2010,4,19,2,382.0,9,12.0,1011.0,NE,2.68,0,0
2601,2010,4,19,8,307.0,9,14.0,1014.0,NE,4.92,0,2
2602,2010,4,19,9,272.0,8,14.0,1015.0,NE,10.73,0,3
2603,2010,4,19,10,131.0,8,14.0,1015.0,NE,17.88,0,0
2604,2010,4,19,11,36.0,6,15.0,1016.0,NE,23.69,0,0
2605,2010,4,19,12,22.0,6,16.0,1015.0,NE,29.5,0,0
2606,2010,4,19,13,17.0,6,17.0,1015.0,NE,33.52,0,0
2607,2010,4,19,14,17.0,6,17.0,1014.0,NE,36.65,0,0
2647,2010,4,21,6,27.0,0,12.0,1023.0,NE,1.79,0,0
2656,2010,4,21,15,23.0,2,13.0,1021.0,NE,4.92,0,0
2660,2010,4,21,19,35.0,2,12.0,1021.0,NE,1.79,0,1
2661,2010,4,21,20,34.0,3,12.0,1022.0,NE,4.92,0,2
2662,2010,4,21,21,46.0,3,11.0,1023.0,NE,8.05,0,0
2663,2010,4,21,22,44.0,4,10.0,1023.0,NE,11.18,0,1
2664,2010,4,21,23,41.0,6,9.0,1022.0,NE,14.31,0,2
2666,2010,4,22,1,31.0,6,9.0,1022.0,NE,1.79,0,4
2667,2010,4,22,2,49.0,6,8.0,1022.0,NE,3.58,0,5
2761,2010,4,26,0,10.0,4,8.0,1017.0,NE,4.02,0,0
2909,2010,5,2,4,102.0,7,17.0,1000.0,NE,1.79,0,0
2911,2010,5,2,6,127.0,9,16.0,1001.0,NE,0.89,0,0
2913,2010,5,2,8,146.0,10,19.0,1003.0,NE,1.79,0,0
2914,2010,5,2,9,151.0,10,22.0,1003.0,NE,3.58,0,0
2916,2010,5,2,11,115.0,7,26.0,1003.0,NE,1.79,0,0
