No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
330,2010,1,14,17,89.0,-15,-5.0,1025.0,SE,1.79,0,0
354,2010,1,15,17,64.0,-15,-5.0,1036.0,SE,0.89,0,0
357,2010,1,15,20,90.0,-14,-6.0,1037.0,SE,1.79,0,0
358,2010,1,15,21,102.0,-14,-8.0,1036.0,SE,3.58,0,0
401,2010,1,17,16,177.0,-10,-1.0,1026.0,SE,0.89,0,0
402,2010,1,17,17,191.0,-10,-3.0,1026.0,SE,1.78,0,0
403,2010,1,17,18,212.0,-10,-5.0,1027.0,SE,2.67,0,0
425,2010,1,18,16,188.0,-8,1.0,1025.0,SE,0.89,0,0
426,2010,1,18,17,203.0,-7,-1.0,1025.0,SE,2.68,0,0
428,2010,1,18,19,408.0,-7,-3.0,1025.0,SE,0.89,0,0
495,2010,1,21,14,15.0,-21,-4.0,1034.0,SE,1.79,0,0
549,2010,1,23,20,,-18,0.0,1024.0,SE,1.79,0,0
559,2010,1,24,6,,-16,-12.0,1019.0,SE,0.89,0,0
594,2010,1,25,17,,-22,1.0,1031.0,SE,4.02,0,0
595,2010,1,25,18,,-19,-1.0,1031.0,SE,7.15,0,0
596,2010,1,25,19,,-19,-1.0,1031.0,SE,10.28,0,0
597,2010,1,25,20,,-17,-4.0,1031.0,SE,12.07,0,0
598,2010,1,25,21,,-18,-1.0,1031.0,SE,15.2,0,0
600,2010,1,25,23,,-18,-3.0,1030.0,SE,3.13,0,0
613,2010,1,26,12,88.0,-15,-1.0,1025.0,SE,1.79,0,0
614,2010,1,26,13,85.0,-18,0.0,1024.0,SE,3.58,0,0
616,2010,1,26,15,127.0,-18,2.0,1021.0,SE,1.79,0,0
617,2010,1,26,16,144.0,-17,1.0,1021.0,SE,4.92,0,0
618,2010,1,26,17,203.0,-14,-1.0,1021.0,SE,5.81,0,0
619,2010,1,26,18,199.0,-13,-3.0,1021.0,SE,6.7,0,0
737,2010,1,31,16,19.0,-18,5.0,1024.0,SE,1.79,0,0
738,2010,1,31,17,26.0,-17,4.0,1024.0,SE,3.58,0,0
742,2010,1,31,21,129.0,-8,-1.0,1026.0,SE,5.81,0,0
743,2010,1,31,22,145.0,-7,-2.0,1027.0,SE,10.73,0,0
744,2010,1,31,23,101.0,-7,-2.0,1027.0,SE,13.86,0,0
745,2010,2,1,0,65.0,-8,-3.0,1027.0,SE,15.65,0,0
749,2010,2,1,4,76.0,-9,-4.0,1026.0,SE,0.89,0,0
751,2010,2,1,6,73.0,-10,-4.0,1027.0,SE,0.89,0,0
754,2010,2,1,9,53.0,-9,-3.0,1028.0,SE,1.79,0,0
756,2010,2,1,11,78.0,-9,-1.0,1028.0,SE,1.79,0,0
757,2010,2,1,12,72.0,-10,0.0,1027.0,SE,6.71,0,0
758,2010,2,1,13,56.0,-12,0.0,1026.0,SE,10.73,0,0
759,2010,2,1,14,54.0,-14,1.0,1026.0,SE,14.75,0,0
760,2010,2,1,15,40.0,-14,0.0,1025.0,SE,16.54,0,0
761,2010,2,1,16,49.0,-12,0.0,1026.0,SE,19.67,0,0
762,2010,2,1,17,63.0,-10,-1.0,1025.0,SE,21.46,0,0
763,2010,2,1,18,66.0,-9,-2.0,1026.0,SE,23.25,0,0
764,2010,2,1,19,64.0,-10,-2.0,1026.0,SE,26.38,0,0
765,2010,2,1,20,63.0,-10,-4.0,1027.0,SE,30.4,0,0
766,2010,2,1,21,65.0,-10,-5.0,1027.0,SE,34.42,0,0
767,2010,2,1,22,64.0,-10,-5.0,1027.0,SE,39.34,0,0
768,2010,2,1,23,64.0,-11,-7.0,1027.0,SE,41.13,0,0
769,2010,2,2,0,62.0,-10,-7.0,1028.0,SE,42.92,0,0
776,2010,2,2,7,86.0,-11,-8.0,1028.0,SE,0.89,0,0
797,2010,2,3,4,107.0,-17,-12.0,1030.0,SE,0.89,0,0
823,2010,2,4,6,29.0,-18,-12.0,1028.0,SE,0.89,0,0
845,2010,2,5,4,87.0,-15,-5.0,1028.0,SE,1.79,0,0
852,2010,2,5,11,114.0,-13,-3.0,1031.0,SE,1.79,0,0
853,2010,2,5,12,100.0,-14,-2.0,1031.0,SE,3.58,0,0
854,2010,2,5,13,72.0,-13,-1.0,1030.0,SE,6.71,0,0
856,2010,2,5,15,72.0,-13,-1.0,1029.0,SE,1.79,0,0
857,2010,2,5,16,71.0,-12,-1.0,1029.0,SE,3.58,0,0
858,2010,2,5,17,80.0,-12,-2.0,1030.0,SE,5.37,0,0
859,2010,2,5,18,70.0,-12,-4.0,1030.0,SE,6.26,0,0
860,2010,2,5,19,63.0,-13,-4.0,1031.0,SE,8.05,0,0
861,2010,2,5,20,67.0,-13,-5.0,1031.0,SE,8.94,0,0
862,2010,2,5,21,62.0,-12,-5.0,1032.0,SE,9.83,0,0
863,2010,2,5,22,69.0,-12,-6.0,1033.0,SE,11.62,0,0
864,2010,2,5,23,58.0,-11,-6.0,1033.0,SE,13.41,0,0
865,2010,2,6,0,51.0,-11,-7.0,1033.0,SE,15.2,0,0
866,2010,2,6,1,51.0,-11,-8.0,1033.0,SE,16.99,0,0
867,2010,2,6,2,54.0,-11,-8.0,1033.0,SE,18.78,0,0
868,2010,2,6,3,45.0,-11,-8.0,1033.0,SE,20.57,0,0
869,2010,2,6,4,47.0,-11,-7.0,1032.0,SE,23.7,0,0
870,2010,2,6,5,85.0,-11,-7.0,1032.0,SE,25.49,0,0
871,2010,2,6,6,78.0,-12,-7.0,1032.0,SE,27.28,0,0
872,2010,2,6,7,68.0,-12,-7.0,1032.0,SE,29.07,0,0
874,2010,2,6,9,65.0,-12,-6.0,1033.0,SE,1.79,1,0
875,2010,2,6,10,80.0,-11,-5.0,1032.0,SE,4.92,0,0
876,2010,2,6,11,74.0,-11,-4.0,1032.0,SE,8.05,0,0
877,2010,2,6,12,93.0,-11,-3.0,1031.0,SE,11.18,0,0
878,2010,2,6,13,77.0,-11,-3.0,1030.0,SE,15.2,0,0
879,2010,2,6,14,67.0,-12,-2.0,1029.0,SE,19.22,0,0
880,2010,2,6,15,84.0,-12,-2.0,1029.0,SE,22.35,0,0
881,2010,2,6,16,77.0,-12,-2.0,1028.0,SE,25.48,0,0
882,2010,2,6,17,83.0,-12,-2.0,1027.0,SE,29.5,0,0
883,2010,2,6,18,82.0,-10,-3.0,1028.0,SE,33.52,0,0
884,2010,2,6,19,100.0,-9,-3.0,1029.0,SE,35.31,1,0
885,2010,2,6,20,189.0,-7,-4.0,1029.0,SE,37.1,2,0
886,2010,2,6,21,99.0,-6,-5.0,1028.0,SE,38.89,3,0
887,2010,2,6,22,71.0,-6,-5.0,1028.0,SE,42.02,4,0
888,2010,2,6,23,43.0,-6,-5.0,1027.0,SE,45.15,5,0
889,2010,2,7,0,64.0,-6,-5.0,1027.0,SE,46.94,6,0
890,2010,2,7,1,68.0,-7,-5.0,1026.0,SE,48.73,7,0
904,2010,2,7,15,125.0,-6,-2.0,1020.0,SE,1.79,0,0
905,2010,2,7,16,141.0,-6,-2.0,1020.0,SE,3.58,0,0
906,2010,2,7,17,152.0,-6,-3.0,1020.0,SE,5.37,0,0
908,2010,2,7,19,147.0,-7,-5.0,1021.0,SE,0.89,0,0
909,2010,2,7,20,162.0,-7,-5.0,1021.0,SE,1.78,0,0
910,2010,2,7,21,157.0,-6,-4.0,1022.0,SE,2.67,0,0
915,2010,2,8,2,181.0,-7,-6.0,1020.0,SE,0.89,0,0
928,2010,2,8,15,163.0,-5,5.0,1017.0,SE,1.79,0,0
929,2010,2,8,16,140.0,-4,4.0,1017.0,SE,4.92,0,0
930,2010,2,8,17,144.0,-4,3.0,1017.0,SE,6.71,0,0
932,2010,2,8,19,196.0,-4,0.0,1020.0,SE,0.89,0,0
938,2010,2,9,1,230.0,-5,-3.0,1022.0,SE,0.89,0,0
952,2010,2,9,15,51.0,-13,4.0,1023.0,SE,1.79,0,0
954,2010,2,9,17,54.0,-11,3.0,1024.0,SE,1.79,0,0
955,2010,2,9,18,153.0,-10,2.0,1024.0,SE,3.58,0,0
956,2010,2,9,19,181.0,-7,2.0,1025.0,SE,6.71,0,0
1028,2010,2,12,19,22.0,-21,-4.0,1032.0,SE,0.89,0,0
1044,2010,2,13,11,37.0,-18,-3.0,1030.0,SE,1.79,0,0
1046,2010,2,13,13,49.0,-20,1.0,1028.0,SE,1.79,0,0
1048,2010,2,13,15,57.0,-20,3.0,1026.0,SE,3.13,0,0
1049,2010,2,13,16,51.0,-20,3.0,1026.0,SE,7.15,0,0
1050,2010,2,13,17,64.0,-20,2.0,1026.0,SE,11.17,0,0
1051,2010,2,13,18,100.0,-18,0.0,1026.0,SE,15.19,0,0
1052,2010,2,13,19,113.0,-15,-1.0,1027.0,SE,18.32,0,0
1053,2010,2,13,20,136.0,-15,0.0,1027.0,SE,22.34,0,0
1099,2010,2,15,18,13.0,-23,-3.0,1033.0,SE,1.79,0,0
1100,2010,2,15,19,26.0,-22,-4.0,1033.0,SE,2.68,0,0
1119,2010,2,16,14,79.0,-19,2.0,1028.0,SE,4.02,0,0
1120,2010,2,16,15,99.0,-16,3.0,1027.0,SE,8.04,0,0
1121,2010,2,16,16,118.0,-15,3.0,1027.0,SE,12.06,0,0
1122,2010,2,16,17,140.0,-15,1.0,1026.0,SE,15.19,0,0
1123,2010,2,16,18,159.0,-13,-1.0,1026.0,SE,18.32,0,0
1124,2010,2,16,19,161.0,-12,-1.0,1027.0,SE,20.11,0,0
1125,2010,2,16,20,167.0,-12,-3.0,1027.0,SE,21.0,0,0
1148,2010,2,17,19,27.0,-22,-2.0,1026.0,SE,0.89,0,0
1149,2010,2,17,20,31.0,-19,-4.0,1026.0,SE,2.68,0,0
1150,2010,2,17,21,39.0,-18,-4.0,1027.0,SE,4.47,0,0
1151,2010,2,17,22,49.0,-20,-4.0,1027.0,SE,6.26,0,0
1152,2010,2,17,23,48.0,-18,-8.0,1027.0,SE,9.39,0,0
1169,2010,2,18,16,27.0,-21,4.0,1021.0,SE,5.81,0,0
1170,2010,2,18,17,29.0,-21,4.0,1021.0,SE,9.83,0,0
1172,2010,2,18,19,47.0,-20,2.0,1021.0,SE,4.92,0,0
1173,2010,2,18,20,115.0,-20,3.0,1021.0,SE,8.94,0,0
1174,2010,2,18,21,265.0,-20,2.0,1021.0,SE,12.96,0,0
1175,2010,2,18,22,236.0,-17,-1.0,1021.0,SE,14.75,0,0
1190,2010,2,19,13,99.0,-16,9.0,1016.0,SE,4.02,0,0
1191,2010,2,19,14,82.0,-17,10.0,1015.0,SE,5.81,0,0
1192,2010,2,19,15,58.0,-18,11.0,1014.0,SE,8.94,0,0
1194,2010,2,19,17,45.0,-18,9.0,1014.0,SE,3.13,0,0
1195,2010,2,19,18,44.0,-19,7.0,1014.0,SE,6.26,0,0
1196,2010,2,19,19,49.0,-18,7.0,1014.0,SE,10.28,0,0
1207,2010,2,20,6,120.0,-12,-7.0,1014.0,SE,0.89,0,0
1211,2010,2,20,10,178.0,-12,3.0,1014.0,SE,1.79,0,0
1212,2010,2,20,11,184.0,-11,5.0,1014.0,SE,3.58,0,0
1213,2010,2,20,12,184.0,-10,7.0,1013.0,SE,5.37,0,0
1214,2010,2,20,13,185.0,-9,8.0,1012.0,SE,8.5,0,0
1215,2010,2,20,14,175.0,-9,9.0,1011.0,SE,11.63,0,0
1216,2010,2,20,15,165.0,-8,9.0,1010.0,SE,14.76,0,0
1222,2010,2,20,21,211.0,-7,-1.0,1011.0,SE,0.89,0,0
1246,2010,2,21,21,99.0,-12,4.0,1017.0,SE,1.79,0,0
1247,2010,2,21,22,117.0,-3,2.0,1018.0,SE,7.6,0,0
1248,2010,2,21,23,154.0,-6,1.0,1019.0,SE,11.62,0,0
1251,2010,2,22,2,143.0,-6,-2.0,1021.0,SE,1.79,0,0
1252,2010,2,22,3,132.0,-7,-1.0,1021.0,SE,4.92,0,0
1253,2010,2,22,4,100.0,-8,-3.0,1021.0,SE,6.71,0,0
1254,2010,2,22,5,89.0,-8,-3.0,1021.0,SE,8.5,0,0
1255,2010,2,22,6,90.0,-7,-3.0,1021.0,SE,10.29,0,0
1256,2010,2,22,7,90.0,-8,-4.0,1021.0,SE,12.08,0,0
1257,2010,2,22,8,99.0,-7,-2.0,1022.0,SE,15.21,0,0
1258,2010,2,22,9,92.0,-7,-1.0,1022.0,SE,19.23,0,0
1259,2010,2,22,10,80.0,-8,0.0,1022.0,SE,23.25,0,0
1260,2010,2,22,11,56.0,-9,2.0,1022.0,SE,26.38,0,0
1261,2010,2,22,12,60.0,-10,3.0,1020.0,SE,31.3,0,0
1262,2010,2,22,13,72.0,-10,3.0,1019.0,SE,34.43,0,0
1263,2010,2,22,14,76.0,-10,4.0,1018.0,SE,38.45,0,0
1264,2010,2,22,15,79.0,-10,5.0,1017.0,SE,42.47,0,0
1265,2010,2,22,16,84.0,-10,4.0,1016.0,SE,45.6,0,0
1266,2010,2,22,17,92.0,-9,3.0,1015.0,SE,48.73,0,0
1267,2010,2,22,18,100.0,-8,2.0,1015.0,SE,49.62,0,0
1268,2010,2,22,19,95.0,-7,0.0,1015.0,SE,51.41,0,0
1270,2010,2,22,21,95.0,-7,0.0,1014.0,SE,3.13,0,0
1271,2010,2,22,22,87.0,-6,-1.0,1014.0,SE,4.92,0,0
1274,2010,2,23,1,111.0,-6,-4.0,1013.0,SE,0.89,0,0
1286,2010,2,23,13,160.0,-7,5.0,1006.0,SE,1.79,0,0
1289,2010,2,23,16,191.0,-6,7.0,1003.0,SE,1.79,0,0
1290,2010,2,23,17,195.0,-6,7.0,1003.0,SE,3.58,0,0
1291,2010,2,23,18,196.0,-6,5.0,1003.0,SE,4.47,0,0
1294,2010,2,23,21,264.0,-6,0.0,1004.0,SE,0.89,0,0
1314,2010,2,24,17,299.0,0,10.0,1003.0,SE,1.79,0,0
1315,2010,2,24,18,353.0,0,8.0,1005.0,SE,4.92,0,0
1317,2010,2,24,20,309.0,3,7.0,1007.0,SE,1.79,0,0
1318,2010,2,24,21,284.0,3,6.0,1008.0,SE,3.58,0,0
1319,2010,2,24,22,244.0,2,6.0,1009.0,SE,6.71,0,0
1329,2010,2,25,8,253.0,-1,0.0,1016.0,SE,1.79,0,0
1330,2010,2,25,9,266.0,1,2.0,1017.0,SE,2.68,0,0
1331,2010,2,25,10,241.0,0,5.0,1017.0,SE,6.7,0,0
1332,2010,2,25,11,235.0,0,7.0,1017.0,SE,11.62,0,0
1333,2010,2,25,12,237.0,-1,7.0,1017.0,SE,16.54,0,0
1334,2010,2,25,13,248.0,-2,8.0,1017.0,SE,21.46,0,0
1335,2010,2,25,14,180.0,-2,8.0,1016.0,SE,26.38,0,0
1336,2010,2,25,15,176.0,-1,6.0,1016.0,SE,30.4,0,0
1337,2010,2,25,16,165.0,-1,6.0,1016.0,SE,35.32,0,0
1338,2010,2,25,17,138.0,-1,6.0,1017.0,SE,39.34,0,0
1339,2010,2,25,18,136.0,-2,6.0,1017.0,SE,42.47,0,0
1340,2010,2,25,19,136.0,-2,5.0,1018.0,SE,45.6,0,0
1341,2010,2,25,20,130.0,-2,5.0,1018.0,SE,47.39,0,0
1342,2010,2,25,21,118.0,-6,4.0,1019.0,SE,54.54,0,0
1343,2010,2,25,22,56.0,-7,3.0,1019.0,SE,59.46,0,0
1344,2010,2,25,23,55.0,-6,2.0,1020.0,SE,63.48,0,0
1345,2010,2,26,0,52.0,-7,1.0,1020.0,SE,66.61,0,0
1346,2010,2,26,1,46.0,-7,0.0,1020.0,SE,69.74,0,0
1347,2010,2,26,2,46.0,-6,0.0,1021.0,SE,71.53,0,0
1348,2010,2,26,3,45.0,-6,0.0,1021.0,SE,73.32,0,0
1349,2010,2,26,4,51.0,-5,0.0,1020.0,SE,75.11,0,0
1350,2010,2,26,5,53.0,-5,0.0,1021.0,SE,76.9,0,0
1351,2010,2,26,6,50.0,-5,0.0,1021.0,SE,78.69,0,0
1352,2010,2,26,7,46.0,-5,0.0,1021.0,SE,79.58,0,0
1353,2010,2,26,8,58.0,-6,0.0,1022.0,SE,81.37,0,0
1355,2010,2,26,10,72.0,-6,2.0,1022.0,SE,1.79,0,0
1359,2010,2,26,14,93.0,-6,5.0,1020.0,SE,4.02,0,0
1360,2010,2,26,15,90.0,-6,5.0,1020.0,SE,8.04,0,0
1361,2010,2,26,16,79.0,-7,4.0,1020.0,SE,12.06,0,0
1362,2010,2,26,17,79.0,-7,3.0,1020.0,SE,15.19,0,0
1363,2010,2,26,18,70.0,-7,3.0,1020.0,SE,16.08,0,0
1364,2010,2,26,19,70.0,-7,3.0,1021.0,SE,16.97,0,0
1365,2010,2,26,20,84.0,-8,2.0,1021.0,SE,17.86,0,0
1366,2010,2,26,21,103.0,-10,2.0,1021.0,SE,21.88,0,0
1367,2010,2,26,22,95.0,-11,1.0,1022.0,SE,25.9,0,0
1368,2010,2,26,23,66.0,-12,0.0,1021.0,SE,29.92,0,0
1369,2010,2,27,0,38.0,-11,-1.0,1021.0,SE,33.05,0,0
1370,2010,2,27,1,35.0,-13,-1.0,1021.0,SE,37.07,0,0
1371,2010,2,27,2,30.0,-13,-1.0,1021.0,SE,40.2,0,0
1372,2010,2,27,3,29.0,-13,-1.0,1021.0,SE,44.22,0,0
1373,2010,2,27,4,31.0,-12,-1.0,1020.0,SE,47.35,0,0
1374,2010,2,27,5,29.0,-6,-3.0,1021.0,SE,51.37,1,0
1375,2010,2,27,6,31.0,-5,-4.0,1021.0,SE,53.16,2,0
1376,2010,2,27,7,34.0,-5,-4.0,1021.0,SE,54.95,3,0
1378,2010,2,27,9,65.0,-5,-3.0,1021.0,SE,1.79,0,0
1382,2010,2,27,13,88.0,-4,-1.0,1019.0,SE,1.79,0,0
1383,2010,2,27,14,95.0,-4,0.0,1018.0,SE,3.58,0,0
1384,2010,2,27,15,105.0,-5,0.0,1017.0,SE,6.71,0,0
1385,2010,2,27,16,101.0,-5,0.0,1017.0,SE,9.84,0,0
1386,2010,2,27,17,102.0,-5,0.0,1017.0,SE,12.97,0,0
1387,2010,2,27,18,103.0,-5,0.0,1017.0,SE,14.76,0,0
1388,2010,2,27,19,105.0,-5,0.0,1017.0,SE,16.55,0,0
1390,2010,2,27,21,124.0,-5,0.0,1018.0,SE,1.79,1,0
1392,2010,2,27,23,123.0,-5,-1.0,1020.0,SE,0.89,0,0
1416,2010,2,28,23,161.0,-3,-3.0,1027.0,SE,3.13,6,0
1417,2010,3,1,0,69.0,-4,-3.0,1026.0,SE,7.15,7,0
1418,2010,3,1,1,59.0,-5,-4.0,1026.0,SE,12.07,8,0
1419,2010,3,1,2,42.0,-5,-4.0,1025.0,SE,15.2,9,0
1420,2010,3,1,3,35.0,-5,-4.0,1025.0,SE,18.33,0,0
1421,2010,3,1,4,35.0,-5,-5.0,1025.0,SE,20.12,0,0
1422,2010,3,1,5,29.0,-5,-4.0,1025.0,SE,23.25,1,0
1423,2010,3,1,6,25.0,-5,-4.0,1026.0,SE,25.04,2,0
1424,2010,3,1,7,23.0,-5,-4.0,1025.0,SE,28.17,0,0
1425,2010,3,1,8,17.0,-5,-4.0,1026.0,SE,29.96,0,0
1426,2010,3,1,9,25.0,-5,-3.0,1026.0,SE,33.09,1,0
1427,2010,3,1,10,39.0,-5,-2.0,1025.0,SE,36.22,0,0
1428,2010,3,1,11,44.0,-5,-1.0,1024.0,SE,38.01,0,0
1429,2010,3,1,12,51.0,-6,-2.0,1023.0,SE,39.8,0,0
1430,2010,3,1,13,61.0,-6,-1.0,1022.0,SE,42.93,0,0
1431,2010,3,1,14,70.0,-5,-1.0,1021.0,SE,46.06,0,0
1432,2010,3,1,15,70.0,-5,-1.0,1021.0,SE,50.08,0,0
1433,2010,3,1,16,65.0,-5,-1.0,1020.0,SE,53.21,0,0
1434,2010,3,1,17,75.0,-5,-1.0,1020.0,SE,58.13,0,0
1435,2010,3,1,18,86.0,-5,-2.0,1020.0,SE,63.05,1,0
1436,2010,3,1,19,91.0,-5,-2.0,1020.0,SE,67.07,0,0
1437,2010,3,1,20,95.0,-5,-2.0,1020.0,SE,70.2,0,0
1438,2010,3,1,21,89.0,-5,-2.0,1019.0,SE,73.33,0,0
1439,2010,3,1,22,96.0,-5,-2.0,1019.0,SE,77.35,0,0
1440,2010,3,1,23,99.0,-5,-2.0,1019.0,SE,80.48,0,0
1441,2010,3,2,0,101.0,-5,-2.0,1019.0,SE,82.27,0,0
1443,2010,3,2,2,108.0,-5,-2.0,1019.0,SE,0.89,0,0
1463,2010,3,2,22,139.0,-6,3.0,1024.0,SE,3.13,0,0
1466,2010,3,3,1,97.0,-5,0.0,1025.0,SE,0.89,0,0
1468,2010,3,3,3,158.0,-7,-1.0,1025.0,SE,4.02,0,0
1469,2010,3,3,4,178.0,-8,-1.0,1024.0,SE,8.94,0,0
1470,2010,3,3,5,135.0,-8,-1.0,1024.0,SE,12.96,0,0
1471,2010,3,3,6,111.0,-8,-1.0,1024.0,SE,16.98,0,0
1473,2010,3,3,8,121.0,-7,-1.0,1025.0,SE,0.89,0,0
1475,2010,3,3,10,133.0,-7,1.0,1026.0,SE,3.13,0,0
1476,2010,3,3,11,146.0,-7,2.0,1025.0,SE,6.26,0,0
1477,2010,3,3,12,165.0,-5,3.0,1025.0,SE,9.39,0,0
1478,2010,3,3,13,202.0,-5,4.0,1023.0,SE,12.52,0,0
1479,2010,3,3,14,230.0,-5,5.0,1022.0,SE,15.65,0,0
1480,2010,3,3,15,247.0,-6,5.0,1021.0,SE,18.78,0,0
1481,2010,3,3,16,236.0,-6,6.0,1021.0,SE,20.57,0,0
1482,2010,3,3,17,227.0,-6,5.0,1020.0,SE,24.59,0,0
1484,2010,3,3,19,187.0,-5,3.0,1020.0,SE,1.79,0,0
1485,2010,3,3,20,150.0,-5,3.0,1020.0,SE,3.58,0,0
1488,2010,3,3,23,134.0,-6,2.0,1020.0,SE,1.79,0,0
1489,2010,3,4,0,98.0,-5,2.0,1019.0,SE,4.92,0,0
1490,2010,3,4,1,101.0,-5,1.0,1019.0,SE,6.71,0,0
1491,2010,3,4,2,108.0,-5,1.0,1018.0,SE,9.84,0,0
1492,2010,3,4,3,126.0,-5,1.0,1017.0,SE,12.97,0,0
1495,2010,3,4,6,123.0,-4,-1.0,1015.0,SE,1.79,0,0
1496,2010,3,4,7,126.0,-4,-1.0,1015.0,SE,3.58,0,0
1497,2010,3,4,8,131.0,-3,0.0,1016.0,SE,4.47,0,0
1498,2010,3,4,9,126.0,-4,1.0,1016.0,SE,7.6,0,0
1499,2010,3,4,10,156.0,-4,3.0,1016.0,SE,9.39,0,0
1500,2010,3,4,11,187.0,-4,3.0,1015.0,SE,12.52,0,0
1501,2010,3,4,12,220.0,-4,4.0,1015.0,SE,14.31,0,0
1502,2010,3,4,13,237.0,-4,6.0,1014.0,SE,17.44,0,0
1503,2010,3,4,14,252.0,-4,7.0,1013.0,SE,19.23,0,0
1504,2010,3,4,15,226.0,-4,7.0,1014.0,SE,22.36,0,0
1549,2010,3,6,12,39.0,-22,0.0,1034.0,SE,1.79,0,0
1552,2010,3,6,15,91.0,-13,2.0,1031.0,SE,4.02,0,0
1554,2010,3,6,17,99.0,-10,1.0,1031.0,SE,3.13,0,0
1555,2010,3,6,18,99.0,-9,-1.0,1032.0,SE,6.26,0,0
1556,2010,3,6,19,103.0,-9,-1.0,1032.0,SE,9.39,0,0
1557,2010,3,6,20,96.0,-9,-1.0,1033.0,SE,11.18,0,0
1558,2010,3,6,21,76.0,-9,-3.0,1034.0,SE,12.07,0,0
1559,2010,3,6,22,69.0,-9,-4.0,1034.0,SE,13.86,0,0
1560,2010,3,6,23,83.0,-9,-3.0,1035.0,SE,18.78,0,0
1561,2010,3,7,0,62.0,-9,-3.0,1035.0,SE,21.91,0,0
